customer_id,buy_proba
20201026-010002,0.9397818578009788
20201026-010012,0.9443391504946084
20201026-010016,0.9099470455670076
20201026-010018,0.9023393183091356
20201026-010022,0.8896240615600349
20201026-010028,0.9319457542364168
20201026-010029,0.9321500828121668
20201026-010036,0.9350788499974482
20201026-010040,0.9329746738687072
20201026-010044,0.9344590346162814
20201026-010047,0.9079077914509308
20201026-010052,0.9414284067943399
20201026-010056,0.9131186173155433
20201026-010062,0.9126866881754029
20201026-010069,0.9112989581410739
20201026-010070,0.9173020156652916
20201026-010071,0.9395817708066335
20201026-010072,0.9198040539242551
20201026-010075,0.9083170948143001
20201026-010081,0.9089437839156702
20201026-010083,0.9313682252108118
20201026-010093,0.9239405543412105
20201026-010096,0.9435640873076798
20201026-010103,0.9329500049036034
20201026-010104,0.9178760331426916
20201026-010113,0.9139393944601423
20201026-010114,0.8987504943691372
20201026-010121,0.9324826295497036
20201026-010126,0.934150482508668
20201026-010137,0.9335970881885922
20201026-010138,0.9243245711258493
20201026-010139,0.9433597587319298
20201026-010141,0.9421521955916006
20201026-010142,0.9264048422054084
20201026-010154,0.9349510789352852
20201026-010162,0.8810657578411445
20201026-010163,0.8792377752757287
20201026-010166,0.7696252688943566
20201026-010171,0.9350835386784766
20201026-010173,0.9308430984321943
20201026-010188,0.9107156312406337
20201026-020002,0.9321500828121668
20201026-020003,0.9185897996633049
20201026-020016,0.9341764231456117
20201026-020021,0.9088847316457012
20201026-020023,0.9222388261291473
20201026-020027,0.9339221593029947
20201026-020037,0.9332825516411402
20201026-020041,0.9064413425385583
20201026-020051,0.9100580395009814
20201026-020056,0.9408149315811966
20201026-020059,0.9349510789352852
20201026-020062,0.9216299598944095
20201026-020064,0.9028474288519674
20201026-020065,0.914210763809911
20201026-020066,0.9311020509144603
20201026-020067,0.9329746738687072
20201026-020072,0.9181442601506558
20201026-020076,0.9332825516411402
20201026-020080,0.9347509919409398
20201026-020096,0.8928068035793657
20201026-020097,0.9329746738687072
20201026-020107,0.9248805328438121
20201026-020111,0.9068607231863711
20201026-020115,0.9396924288445987
20201026-020118,0.9319457542364168
20201026-020122,0.935205342777902
20201026-020123,0.8929761825805501
20201026-020124,0.9239405543412105
20201026-020125,0.9319457542364168
20201026-020134,0.932418454496179
20201026-020135,0.9253849259775929
20201026-020141,0.9441390635002628
20201026-020164,0.9071021884954587
20201026-020165,0.9331024449308702
20201026-020167,0.9211041072680168
20201026-020175,0.9228067016982068
20201026-020184,0.9191068239778447
20201026-020202,0.9329746738687072
20201026-020204,0.776220501660888
20201026-020205,0.9332825516411402
20201026-020210,0.9081019162040995
20201026-020214,0.9028349907988293
20201026-020215,0.9319457542364168
20201026-020224,0.9222015502989107
20201026-020226,0.9408149315811966
20201026-020227,0.9267552335198203
20201026-020233,0.9248632727993301
20201026-020236,0.9173020156652916
20201026-020239,0.9014993565716898
20201026-020242,0.9339221593029947
20201026-020249,0.9268935667490084
20201026-020259,0.8962949690557122
20201026-020263,0.9106932099145331
20201026-020288,0.8735974206700884
20201026-020290,0.7534582094058646
20201026-020291,0.9081556643716953
20201026-020294,0.9183557853572517
20201026-020297,0.9226122453374895
20201026-020301,0.9349510789352852
20201026-020306,0.9281114006025386
20201026-020307,0.9332825516411402
20201026-020316,0.8980400783630137
20201026-020321,0.8820732601338616
20201026-020322,0.869627618123899
20201026-020324,0.9218690960497075
20201026-030001,0.9441390635002628
20201026-030007,0.9236400235419019
20201026-030013,0.9004841668477372
20201026-030014,0.9255364183682974
20201026-030015,0.916451622445127
20201026-030018,0.9223518721754913
20201026-030025,0.9048363171086556
20201026-030036,0.9222533794129952
20201026-030038,0.9205652841526201
20201026-030044,0.9132712728813681
20201026-030047,0.9230303829368559
20201026-030050,0.890140647509504
20201026-030054,0.9088880336488085
20201026-030057,0.9203213257505127
20201026-030060,0.9031489639041775
20201026-030065,0.9210075455745244
20201026-030077,0.9410149268129043
20201026-030086,0.8978693000076842
20201026-030097,0.8794090451886974
20201026-030099,0.9252655858639052
20201026-030101,0.9101847470174692
20201026-030106,0.9021513309012011
20201026-030110,0.9350788499974482
20201026-030111,0.8695976065380114
20201026-030113,0.9088600352939692
20201026-030117,0.8633385250214255
20201026-030134,0.9355815373528793
20201026-030139,0.8887320302582773
20201026-030148,0.9353331138400648
20201026-030154,0.9312807638700549
20201026-030159,0.8963049042871718
20201026-030163,0.8984447137680318
20201026-030171,0.9441390635002628
20201026-030176,0.9027236298433517
20201026-030178,0.8641775225624077
20201026-030181,0.9347509919409398
20201026-030185,0.9168490142718649
20201026-030186,0.9216978193843073
20201026-030191,0.8896240615600349
20201026-030192,0.9434661417106533
20201026-040006,0.9222260942328253
20201026-040009,0.9215700483221445
20201026-040015,0.9353331138400648
20201026-040025,0.9230303829368559
20201026-040032,0.9319457542364168
20201026-040035,0.9401144045385155
20201026-040039,0.8598905496535312
20201026-040043,0.9355378895154388
20201026-040045,0.8664269237121952
20201026-040049,0.935205342777902
20201026-040054,0.8375433627576387
20201026-040058,0.91782697689632
20201026-040059,0.920821422435173
20201026-040062,0.8999365195809865
20201026-040064,0.9353331138400648
20201026-040074,0.8985715697877265
20201026-040086,0.9430272119943933
20201026-040087,0.9338962186660512
20201026-040088,0.9352836256728219
20201026-040096,0.9345089698831484
20201026-040097,0.91767784690981
20201026-040105,0.8845662781769066
20201026-040107,0.9137905878355957
20201026-040108,0.9400249755821355
20201026-040113,0.869627618123899
20201026-040117,0.8781978797757158
20201026-040120,0.9103357151775485
20201026-040121,0.9284626162317622
20201026-040123,0.882455433091892
20201026-040126,0.9139393944601423
20201026-040132,0.8932852479659066
20201026-040139,0.9342547060405315
20201026-040140,0.9396924288445987
20201026-040146,0.922708941420097
20201026-040155,0.9042768449937533
20201026-040163,0.8953556428637536
20201026-040165,0.9015757043974351
20201026-040168,0.9238127832790474
20201026-040173,0.9031217794391623
20201026-040178,0.9392231996065971
20201026-040179,0.9210075455745244
20201026-040192,0.9172740565101791
20201026-040193,0.9272550558477229
20201026-040196,0.9340037982921858
20201026-050008,0.9170740367650123
20201026-050018,0.880162066289441
20201026-050020,0.9421521955916006
20201026-050032,0.9332825516411402
20201026-050039,0.9112992363346156
20201026-050049,0.9316524909838019
20201026-050050,0.9319457542364168
20201026-050056,0.9043714237077771
20201026-050057,0.9259122496128158
20201026-050058,0.9240396255265628
20201026-050059,0.9336512244157984
20201026-050070,0.9302921342448666
20201026-050074,0.9397157921991893
20201026-050075,0.9155963079871254
20201026-050076,0.9397600749198838
20201026-050083,0.9204207759569252
20201026-050095,0.9268468645683222
20201026-050100,0.9147022609220237
20201026-050101,0.9383794962846406
20201026-050105,0.9399096288631418
20201026-050107,0.9339221593029947
20201026-050112,0.9339221593029947
20201026-050130,0.9092338554368973
20201026-050132,0.9335846483406014
20201026-050133,0.9329746738687072
20201026-050134,0.9300476637464036
20201026-050141,0.929186485881312
20201026-050143,0.9109768564368353
20201026-050146,0.9329746738687072
20201026-050157,0.9319198135994733
20201026-050162,0.9132712728813681
20201026-050167,0.9173014765368412
20201026-050176,0.9211873813500435
20201026-050179,0.9339221593029947
20201026-050180,0.9131386774712028
20201026-060004,0.9205864542664466
20201026-060023,0.9014993565716898
20201026-060027,0.8517442384267062
20201026-060028,0.917419323722967
20201026-060029,0.9169695692186803
20201026-060032,0.9216038227773644
20201026-060035,0.9333994320302675
20201026-060036,0.9331071336118987
20201026-060038,0.9139393944601423
20201026-060043,0.9324826295497036
20201026-060044,0.9443391504946084
20201026-060067,0.9021513309012011
20201026-060068,0.9411474783187334
20201026-060069,0.9083589510105792
20201026-060073,0.9352836256728219
20201026-060077,0.9352836256728219
20201026-060079,0.9339221593029947
20201026-060083,0.8753940029019118
20201026-060085,0.9345089698831484
20201026-060090,0.9268468645683222
20201026-060092,0.934150482508668
20201026-060097,0.9191759769196595
20201026-060103,0.9008250750442091
20201026-060110,0.8807913747498298
20201026-060111,0.9397157921991893
20201026-060112,0.911791686068764
20201026-060120,0.9251750461145324
20201026-060123,0.9138395096865081
20201026-060124,0.93009765590863
20201026-060132,0.9304552284857031
20201026-060133,0.921053977870278
20201026-060134,0.8979141595611817
20201026-060135,0.9331071336118987
20201026-060141,0.898960854710725
20201026-060144,0.9126866881754029
20201026-060145,0.9444716102377996
20201026-060152,0.8990087536331327
20201026-060166,0.893306491300861
20201026-060167,0.9446865900442779
20201026-060170,0.9240784169549113
20201026-060188,0.9397818578009788
20201026-060189,0.9296192690105477
20201026-060190,0.9014993565716898
20201026-060198,0.7463666455208269
20201026-060199,0.9296728281435115
20201026-060200,0.9349510789352852
20201026-060208,0.8330443437712425
20201026-060210,0.9329746738687072
20201026-060215,0.7827310265758588
20201026-060216,0.8583990650323565
20201026-060220,0.9387269975317448
20201026-060221,0.9093289039438178
20201026-060233,0.9287303946700984
20201026-060235,0.9324635344951375
20201026-060236,0.9218109411439787
20201026-060237,0.921296336765227
20201026-060240,0.9119215727653682
20201026-060245,0.9160493093805522
20201026-060252,0.932555728708311
20201026-060271,0.9304552284857031
20201026-060277,0.9383794962846406
20201026-060279,0.9103047638877111
20201027-010002,0.9322285699801799
20201027-010005,0.9298877424691487
20201027-010009,0.9291913695743951
20201027-010010,0.9209676224387746
20201027-010016,0.944961111219001
20201027-010028,0.893669516810729
20201027-010029,0.9204946174400405
20201027-010031,0.9293956981501451
20201027-010032,0.9059938047545414
20201027-010033,0.9312003375144492
20201027-010034,0.9174342083417335
20201027-010043,0.8809062344755136
20201027-010051,0.9366949264014205
20201027-010063,0.9284433890775746
20201027-010068,0.9298877424691487
20201027-010074,0.9371552442011201
20201027-010078,0.8977682399565989
20201027-010081,0.932152012466593
20201027-010093,0.889265914745754
20201027-010097,0.8995242066590463
20201027-010105,0.9084072254922474
20201027-010111,0.9108020630011903
20201027-010125,0.8925677761768686
20201027-010135,0.9142290027632528
20201027-010136,0.941849254702219
20201027-010141,0.9151647035047826
20201027-010157,0.9132822418992425
20201027-010166,0.9324194849913771
20201027-010173,0.9075971984999086
20201027-010176,0.9320242414044299
20201027-010181,0.9182191875191498
20201027-010182,0.8866399738442581
20201027-010199,0.9069188150010592
20201027-010206,0.8910768523195053
20201027-010222,0.9118178789221487
20201027-010225,0.909450406439367
20201027-010226,0.8948374913488361
20201027-010236,0.8843984629137499
20201027-020005,0.9298877424691487
20201027-020007,0.926740154676646
20201027-020008,0.8900414216325019
20201027-020011,0.9300181124700301
20201027-020014,0.9162837482708064
20201027-020015,0.9220199709835942
20201027-020057,0.8979030023358346
20201027-020060,0.9097453893301484
20201027-020063,0.9368226974635833
20201027-020064,0.9065097462603561
20201027-020067,0.9133530873395737
20201027-020078,0.901610396683584
20201027-020094,0.9358512230794641
20201027-020110,0.9051668915081365
20201027-020121,0.910328844333685
20201027-020136,0.917677704011662
20201027-020140,0.9000118671617553
20201027-020142,0.8900268889136449
20201027-020144,0.9030406249688551
