,time,side,exec_price,last_price,cost_price,pnl_costprice,quantity,num_coins,coin_value,cash,nav,dailyPnL,dailyPnLPct,totalPnL,totalPnLPct,VaR_annualized
31,2021-02-01,no-trade,0.0,33537.17578125,0.0,0.0,0.0,0.0,0.0,965788.1119205925,965788.1119205925,0.0,0.0,-34211.88807940751,-0.03421188807940751,-0.0
32,2021-02-02,buy,35545.7993515625,35510.2890625,35545.7993515625,-0.0009990009990009652,3.3266154371752585,3.3266154371752585,118129.07577386824,847540.9070709504,965669.9828448186,-118.12907577387523,-0.0001223136569148284,-34330.017155181384,-0.034330017155181386,-0.2059433392876796
33,2021-02-03,sell,37434.61775390625,37472.08984375,0.0,0.0,3.3266154371752585,0.0,0.0,972071.48437585,972071.48437585,6401.501531031332,0.006629077888672492,-27928.51562415005,-0.027928515624150052,-0.0
34,2021-02-04,buy,36962.992472656246,36926.06640625,36962.992472656246,-0.0009990009990008542,3.0418587104145978,3.0418587104145978,112323.87673919942,859635.2837599113,971959.1604991107,-112.32387673924677,-0.00011555104593091522,-28040.8395008893,-0.0280408395008893,-0.19652945609669384
35,2021-02-05,sell,38106.16428515625,38144.30859375,0.0,0.0,3.0418587104145978,0.0,0.0,975548.8515112035,975548.8515112035,3589.6910120927496,0.003693252924587292,-24451.14848879655,-0.024451148488796547,-0.0
36,2021-02-06,no-trade,0.0,39266.01171875,0.0,0.0,0.0,0.0,0.0,975548.8515112035,975548.8515112035,0.0,0.0,-24451.14848879655,-0.024451148488796547,-0.0
37,2021-02-07,no-trade,0.0,38903.44140625,0.0,0.0,0.0,0.0,0.0,975548.8515112035,975548.8515112035,0.0,0.0,-24451.14848879655,-0.024451148488796547,-0.0
38,2021-02-08,buy,46242.66130859374,46196.46484375,46242.66130859374,-0.0009990009990008542,3.1854094606276204,3.1854094606276204,147154.65616083253,828247.0406942101,975401.6968550426,-147.15465616085567,-0.00015084293926736863,-24598.303144957405,-0.024598303144957406,-0.2846436492839607
39,2021-02-09,sell,46434.62436328125,46481.10546875,0.0,0.0,3.1854094606276204,0.0,0.0,976160.332441696,976160.332441696,758.6355866533704,0.0007777673435461673,-23839.667558304034,-0.023839667558304033,-0.0
40,2021-02-10,no-trade,0.0,44918.18359375,0.0,0.0,0.0,0.0,0.0,976160.332441696,976160.332441696,0.0,0.0,-23839.667558304034,-0.023839667558304033,-0.0
41,2021-02-11,no-trade,0.0,47909.33203125,0.0,0.0,0.0,0.0,0.0,976160.332441696,976160.332441696,0.0,0.0,-23839.667558304034,-0.023839667558304033,-0.0
42,2021-02-12,no-trade,0.0,47504.8515625,0.0,0.0,0.0,0.0,0.0,976160.332441696,976160.332441696,0.0,0.0,-23839.667558304034,-0.023839667558304033,-0.0
43,2021-02-13,no-trade,0.0,47105.515625,0.0,0.0,0.0,0.0,0.0,976160.332441696,976160.332441696,0.0,0.0,-23839.667558304034,-0.023839667558304033,-0.0
44,2021-02-14,no-trade,0.0,48717.2890625,0.0,0.0,0.0,0.0,0.0,976160.332441696,976160.332441696,0.0,0.0,-23839.667558304034,-0.023839667558304033,-0.0
45,2021-02-15,no-trade,0.0,47945.05859375,0.0,0.0,0.0,0.0,0.0,976160.332441696,976160.332441696,0.0,0.0,-23839.667558304034,-0.023839667558304033,-0.0
46,2021-02-16,no-trade,0.0,49199.87109375,0.0,0.0,0.0,0.0,0.0,976160.332441696,976160.332441696,0.0,0.0,-23839.667558304034,-0.023839667558304033,-0.0
47,2021-02-17,buy,52201.15682031249,52149.0078125,52201.15682031249,-0.0009990009990008542,2.3483614436682934,2.3483614436682934,122464.71927243161,853573.148449992,976037.8677224235,-122.46471927245148,-0.00012545553758174869,-23962.132277576486,-0.023962132277576487,-0.21410291061034764
48,2021-02-18,sell,51628.117078125,51679.796875,0.0,0.0,2.3483614436682934,0.0,0.0,974814.6280054533,974814.6280054533,-1223.2397169702454,-0.001253270756619992,-25185.37199454673,-0.02518537199454673,-0.0
49,2021-02-19,no-trade,0.0,55888.1328125,0.0,0.0,0.0,0.0,0.0,974814.6280054533,974814.6280054533,0.0,0.0,-25185.37199454673,-0.02518537199454673,-0.0
50,2021-02-20,no-trade,0.0,56099.51953125,0.0,0.0,0.0,0.0,0.0,974814.6280054533,974814.6280054533,0.0,0.0,-25185.37199454673,-0.02518537199454673,-0.0
51,2021-02-21,no-trade,0.0,57539.9453125,0.0,0.0,0.0,0.0,0.0,974814.6280054533,974814.6280054533,0.0,0.0,-25185.37199454673,-0.02518537199454673,-0.0
52,2021-02-22,no-trade,0.0,54207.3203125,0.0,0.0,0.0,0.0,0.0,974814.6280054533,974814.6280054533,0.0,0.0,-25185.37199454673,-0.02518537199454673,-0.0
53,2021-02-23,buy,48873.25020703125,48824.42578125,48873.25020703125,-0.0009990009990009652,2.3347861800002025,2.3347861800002025,113994.59456050809,860706.0388503846,974700.6334108927,-113.99459456058685,-0.00011693976607001546,-25299.366589107318,-0.02529936658910732,-0.19380712684907772
