,time,side,exec_price,last_price,cost_price,pnl_costprice,quantity,num_coins,coin_value,cash,nav,dailyPnL,dailyPnLPct,totalPnL,totalPnLPct,VaR_annualized
59,2021-03-01,no-trade,0.0,49631.2421875,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
60,2021-03-02,no-trade,0.0,48378.98828125,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
61,2021-03-03,no-trade,0.0,50538.2421875,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
62,2021-03-04,no-trade,0.0,48561.16796875,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
63,2021-03-05,no-trade,0.0,48927.3046875,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
64,2021-03-06,no-trade,0.0,48912.3828125,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
65,2021-03-07,no-trade,0.0,51206.69140625,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
66,2021-03-08,no-trade,0.0,52246.5234375,0.0,0.0,0.0,0.0,0.0,976046.0880177617,976046.0880177617,0.0,0.0,-23953.911982238293,-0.023953911982238292,-0.0
67,2021-03-09,buy,54878.94130468749,54824.1171875,54878.94130468749,-0.0009990009990008542,2.2384096544547227,2.2384096544547227,122718.8332094571,853204.5359750951,975923.3691845522,-122.71883320948109,-0.00012573057227114045,-24076.630815447774,-0.024076630815447773,-0.21124999786903148
68,2021-03-10,no-trade,0.0,56008.55078125,54878.94130468749,0.020583660138247195,0.0,2.2384096544547227,125370.08080076761,853204.5359750951,978574.6167758628,2651.24759131053,0.002716655502906771,-21425.383224137244,-0.021425383224137243,-0.21472810650495555
69,2021-03-11,no-trade,0.0,57805.12109375,54878.94130468749,0.05332063118376107,0.0,2.2384096544547227,129391.54113317434,853204.5359750951,982596.0771082694,4021.4603324066848,0.00410950811871281,-17403.92289173056,-0.01740392289173056,-0.17643036193870165
70,2021-03-12,no-trade,0.0,57332.08984375,54878.94130468749,0.04470109081446472,0.0,2.2384096544547227,128332.70341631556,853204.5359750951,981537.2393914107,-1058.8377168587176,-0.0010775920457313686,-18462.760608589277,-0.018462760608589278,-0.17558568094230786
71,2021-03-13,no-trade,0.0,61243.0859375,54878.94130468749,0.115966971692818,0.0,2.2384096544547227,137087.11483110028,853204.5359750951,990291.6508061953,8754.411414784612,0.00891908229606517,-9708.349193804665,-0.009708349193804665,-0.1886429902039715
72,2021-03-14,no-trade,0.0,59302.31640625,54878.94130468749,0.08060241317346062,0.0,2.2384096544547227,132742.8775752787,853204.5359750951,985947.4135503739,-4344.23725582147,-0.004386826095408187,-14052.586449626135,-0.014052586449626136,-0.18086947647586685
73,2021-03-15,no-trade,0.0,55907.19921875,54878.94130468749,0.018736839480077316,0.0,2.2384096544547227,125143.21448477353,853204.5359750951,978347.7504598687,-7599.663090505172,-0.007707980147885332,-21652.249540131306,-0.021652249540131306,-0.17783032558750014
74,2021-03-16,no-trade,0.0,56804.90234375,54878.94130468749,0.03509471927254548,0.0,2.2384096544547227,127152.64182660771,853204.5359750951,980357.1778017029,2009.4273418341763,0.002053898872757312,-19642.82219829713,-0.01964282219829713,-0.18010625264793667
75,2021-03-17,no-trade,0.0,58870.89453125,54878.94130468749,0.07274107575070032,0.0,2.2384096544547227,131777.17868513573,853204.5359750951,984981.7146602308,4624.536858527921,0.004717195898843439,-15018.285339769209,-0.015018285339769209,-0.185973245616046
76,2021-03-18,sell,57801.062953125,57858.921875,0.0,0.0,2.2384096544547227,0.0,0.0,982586.9933271153,982586.9933271153,-2394.721333115478,-0.0024312343036150034,-17413.006672884687,-0.017413006672884687,-0.0
77,2021-03-19,no-trade,0.0,58346.65234375,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
78,2021-03-20,no-trade,0.0,58313.64453125,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
79,2021-03-21,no-trade,0.0,57523.421875,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
80,2021-03-22,no-trade,0.0,54529.14453125,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
81,2021-03-23,no-trade,0.0,54738.9453125,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
82,2021-03-24,no-trade,0.0,52774.265625,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
83,2021-03-25,no-trade,0.0,51704.16015625,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
84,2021-03-26,no-trade,0.0,55137.3125,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
85,2021-03-27,no-trade,0.0,55973.51171875,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
86,2021-03-28,no-trade,0.0,55950.74609375,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
87,2021-03-29,no-trade,0.0,57750.19921875,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
88,2021-03-30,no-trade,0.0,58917.69140625,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
89,2021-03-31,no-trade,0.0,58918.83203125,0.0,0.0,0.0,0.0,0.0,982586.9933271153,982586.9933271153,0.0,0.0,-17413.006672884687,-0.017413006672884687,-0.0
