,crypto,url,date,id,username,content,text_length,content_processed,polarity,subjectivity,label,text_processed_length,tweet_num,score,magnitude,google_language,google_entities,google_categories
0,bitcoin,https://twitter.com/business/status/815671045881495556,2017-01-01 21:28:26+00:00,815671045881495556,business,Forget bitcoin and mobile payments. Cash still rules the world https://t.co/6U27rrwNWJ https://t.co/Tt2A93LfVi,110,forget bitcoin mobile payments cash still rules world  ,0.0,0.0,3,55,1566,-0.10000000149011612,0.30000001192092896,en,"OTHER,LOCATION,NUMBER",
1,bitcoin,https://twitter.com/Investingcom/status/815884206912000000,2017-01-02 11:35:27+00:00,815884206912000000,Investingcom,"The web-based digital currency #Bitcoin broke $1,000 in the first trading session of 2017. https://t.co/7UYemD3SdC",114,webbased digital currency  broke  first trading session  ,0.125,0.16666666666666666,4,57,1663,0.0,0.699999988079071,en,"OTHER,DATE,NUMBER,EVENT,PRICE",
2,bitcoin,https://twitter.com/WSJ/status/816407064520097792,2017-01-03 22:13:06+00:00,816407064520097792,WSJ,"The virtual currency bitcoin celebrated the new year by rising through the $1,000 mark https://t.co/bMt9a8zyeK",110,virtual currency bitcoin celebrated new year rising  mark ,0.24318181818181817,0.6022727272727273,4,58,279,0.10000000149011612,0.10000000149011612,en,"OTHER,PRICE,NUMBER",
3,bitcoin,https://twitter.com/Investingcom/status/816633649550524416,2017-01-04 13:13:29+00:00,816633649550524416,Investingcom,#Bitcoin hitt its highest levels since November 2013 amid increased demand from buyers in #China. - https://t.co/KImnKy0RaE,123, hitt highest levels since november  amid increased demand buyers   ,0.0,0.0,3,68,1662,0.0,0.0,en,"OTHER,DATE,PERSON,LOCATION,NUMBER",/Finance/Investing/Currencies & Foreign Exchange
4,bitcoin,https://twitter.com/business/status/816714340992745485,2017-01-04 18:34:07+00:00,816714340992745485,business,"Bitcoin hits an all-time high, thanks to continued adoption in China https://t.co/mY594RMk3I https://t.co/NPlRpSsNFO",116,bitcoin hits alltime high thanks continued adoption china  ,0.18,0.37,4,59,1565,0.800000011920929,0.800000011920929,en,OTHER,
5,bitcoin,https://twitter.com/business/status/816726185744928768,2017-01-04 19:21:11+00:00,816726185744928768,business,What bitcoin's rising status says about our world https://t.co/3lwuhqO7xX via @BV https://t.co/fVioKbSD4Y,105,bitcoins rising status says world  via  ,0.0,0.0,3,40,1564,0.0,0.0,en,"OTHER,LOCATION,NUMBER",
6,bitcoin,https://twitter.com/business/status/816802940811886592,2017-01-05 00:26:11+00:00,816802940811886592,business,"Bitcoin hits an all-time high, thanks to continued adoption in China https://t.co/mEbXBNBybw https://t.co/g6GgvBkgHB",116,bitcoin hits alltime high thanks continued adoption china  ,0.18,0.37,4,59,1563,0.800000011920929,0.800000011920929,en,OTHER,
7,bitcoin,https://twitter.com/business/status/816835359464165380,2017-01-05 02:35:00+00:00,816835359464165380,business,What bitcoin's rising status says about our world https://t.co/P5kTAOHJ0E via @BV https://t.co/BUIwjFSep0,105,bitcoins rising status says world  via  ,0.0,0.0,3,40,1562,0.0,0.0,en,"OTHER,LOCATION",
8,bitcoin,https://twitter.com/business/status/816914613178691584,2017-01-05 07:49:55+00:00,816914613178691584,business,Bitcoin is on a surge https://t.co/vt5iXqt2Dh https://t.co/R14DGSM2iT,69,bitcoin surge  ,0.0,0.0,3,15,1561,0.0,0.0,en,OTHER,
9,bitcoin,https://twitter.com/business/status/816972639713525760,2017-01-05 11:40:30+00:00,816972639713525760,business,What bitcoin's rising status says about our world https://t.co/kJfkVK8ZZ3 https://t.co/sfnb3xgtW6,97,bitcoins rising status says world  ,0.0,0.0,3,35,1560,0.0,0.0,en,"OTHER,LOCATION",
